vid	yid	start	end	raw-text	tokenized-text	gloss	split
cddgTAQLy_4-00:07:58.000-00:08:07.000	cddgTAQLy_4	00:07:58.000	00:08:07.000	We need the community to speak up and share your thoughts and feelings on VRS Reform with the FCC.	we need the community to speak up and share your thoughts and feelings on vrs reform with the fcc		train
Lp6gueznBhs-00:00:05.000-00:00:17.649	Lp6gueznBhs	00:00:05.000	00:00:17.649	On July 26, 2010, the Twentieth Anniversary of the Americans with Disabilities Act (ADA) the U.S. House of Representatives passed the Twenty-first Century Communications and Video Accessibility Act (H.R.	on july 26, 2010 the twentieth anniversary of the americans with disabilities act ada the u.s. house of representatives passed the twenty-first century communications and video accessibility act h.r.		train
cddgTAQLy_4-00:07:51.000-00:07:58.000	cddgTAQLy_4	00:07:51.000	00:07:58.000	These four key areas addressed in the rulemaking may lead to changes to VRS that are for better or worse.	these four key areas addressed in the rulemaking may lead to changes to vrs that are for better or worse		train
cddgTAQLy_4-00:07:44.000-00:07:49.000	cddgTAQLy_4	00:07:44.000	00:07:49.000	Sometimes the interpreter you are matched with isn't the best fit for you and would be much better match for another user and vice versa.	sometimes the interpreter you are matched with is n't the best fit for you and would be much better match for another user and vice versa		train
cddgTAQLy_4-00:07:39.000-00:07:44.000	cddgTAQLy_4	00:07:39.000	00:07:44.000	Currently, VRS providers generally employ 'one size fits all' system where users are matched with the first interpreter available.	currently vrs providers generally employ one size fits all system where users are matched with the first interpreter available		train
cddgTAQLy_4-00:07:32.000-00:07:39.000	cddgTAQLy_4	00:07:32.000	00:07:39.000	We also want to see better matching of interpreters and their skills to the needs of deaf and hard of hearing people using VRS.	we also want to see better matching of interpreters and their skills to the needs of deaf and hard of hearing people using vrs		train
cddgTAQLy_4-00:07:25.000-00:07:32.000	cddgTAQLy_4	00:07:25.000	00:07:32.000	Many other professions require certifications to practice and we believe that VRS should be no different.	many other professions require certifications to practice and we believe that vrs should be no different		train
cddgTAQLy_4-00:07:20.000-00:07:25.000	cddgTAQLy_4	00:07:20.000	00:07:25.000	One idea we will propose is for all VRS interpreters to be nationally certified.	one idea we will propose is for all vrs interpreters to be nationally certified		train
cddgTAQLy_4-00:07:16.000-00:07:20.000	cddgTAQLy_4	00:07:16.000	00:07:20.000	We will submit our ideas to the FCC and encourage you to do the same.	we will submit our ideas to the fcc and encourage you to do the same		train
cddgTAQLy_4-00:07:09.000-00:07:16.000	cddgTAQLy_4	00:07:09.000	00:07:16.000	In the fourth part of the proposed rule, the FCC asks how to improve the quality of VRS.	in the fourth part of the proposed rule the fcc asks how to improve the quality of vrs		train
cddgTAQLy_4-00:06:51.000-00:07:03.000	cddgTAQLy_4	00:06:51.000	00:07:03.000	Will this mean that users will have to submit audiograms or take ASL proficiency tests to qualify for VRS?	will this mean that users will have to submit audiograms or take asl proficiency tests to qualify for vrs		train
cddgTAQLy_4-00:06:45.000-00:06:51.000	cddgTAQLy_4	00:06:45.000	00:06:51.000	This begs the question of how the FCC will be able to verify that these users are really deaf or hard of hearing and use ASL.	this begs the question of how the fcc will be able to verify that these users are really deaf or hard of hearing and use asl		train
cddgTAQLy_4-00:07:49.000-00:07:51.000	cddgTAQLy_4	00:07:49.000	00:07:51.000	This is an important area where NAD wants to see improvements to the quality of VRS services.	this is an important area where nad wants to see improvements to the quality of vrs services		train
cddgTAQLy_4-00:06:42.000-00:06:45.000	cddgTAQLy_4	00:06:42.000	00:06:45.000	There will be a lot of competition to sign up low volume users.	there will be a lot of competition to sign up low volume users		train
Lp6gueznBhs-00:00:17.649-00:00:21.500	Lp6gueznBhs	00:00:17.649	00:00:21.500	3101) With a vote of 348 to 22.	3101 with a vote of 348 to 22		train
Lp6gueznBhs-00:00:23.000-00:00:30.550	Lp6gueznBhs	00:00:23.000	00:00:30.550	The NAD thanks U.S. Representative Ed Markey (D-MA), for authoring, introducing, and championing H.R.	the nad thanks u.s. representative ed markey d ma for authoring introducing and championing h.r.		train
Lp6gueznBhs-00:02:27.000-00:02:31.205	Lp6gueznBhs	00:02:27.000	00:02:31.205	Congressional members told us that they are not ready to consider rules that require captions for shows that are shown on the Internet and not on TV.	congressional members told us that they are not ready to consider rules that require captions for shows that are shown on the internet and not on tv		train
Lp6gueznBhs-00:02:09.972-00:02:11.000	Lp6gueznBhs	00:02:09.972	00:02:11.000	24 00:02:22,000--&gt;00:02:26,000 But we must be honest - we did not get everything we wanted.	24 00:02:22,000 -&gt;00:02:26,000 but we must be honest we did not get everything we wanted		train
Lp6gueznBhs-00:02:09.756-00:02:09.972	Lp6gueznBhs	00:02:09.756	00:02:09.972	We are very excited.	we are very excited		train
Lp6gueznBhs-00:02:08.310-00:02:09.756	Lp6gueznBhs	00:02:08.310	00:02:09.756	3101 in the U.S. House of Representatives on the 20th anniversary of the ADA 23 00:02:18,000--&gt;00:02:21,000 was an historical event.	3101 in the u.s. house of representatives on the 20th anniversary of the ada 23 00:02:18,000 -&gt;00:02:21,000 was an historical event		train
Lp6gueznBhs-00:02:07.691-00:02:08.310	Lp6gueznBhs	00:02:07.691	00:02:08.310	22 00:02:12,000--&gt;00:02:17,000 Clearly, passage of H.R.	22 00:02:12,000 -&gt;00:02:17,000 clearly passage of h.r.		train
Lp6gueznBhs-00:01:56.000-00:02:07.691	Lp6gueznBhs	00:01:56.000	00:02:07.691	The FCC will also report to Congress about access to improved relay service technologies; suggest ways to increase relay services in the workplace, and update equipment in public facilities and government offices.	the fcc will also report to congress about access to improved relay service technologies suggest ways to increase relay services in the workplace and update equipment in public facilities and government offices		train
Lp6gueznBhs-00:01:50.000-00:01:55.000	Lp6gueznBhs	00:01:50.000	00:01:55.000	The Federal Communications Commission (FCC) must establish Telecommunications Relay Services Policy Advisory Council.	the federal communications commission fcc must establish telecommunications relay services policy advisory council		train
Lp6gueznBhs-00:01:42.000-00:01:49.000	Lp6gueznBhs	00:01:42.000	00:01:49.000	Relay services must enable communication with anyone, including between TTY and videophone users.	relay services must enable communication with anyone including between tty and videophone users		train
Lp6gueznBhs-00:01:39.000-00:01:41.000	Lp6gueznBhs	00:01:39.000	00:01:41.000	Internet telephones must be hearing aid compatible.	internet telephones must be hearing aid compatible		train
Lp6gueznBhs-00:00:21.500-00:00:22.000	Lp6gueznBhs	00:00:21.500	00:00:22.000	Wow!	wow		train
Lp6gueznBhs-00:01:36.000-00:01:38.000	Lp6gueznBhs	00:01:36.000	00:01:38.000	This is a very necessary and long overdue provision.	this is a very necessary and long overdue provision		train
Lp6gueznBhs-00:01:21.307-00:01:22.000	Lp6gueznBhs	00:01:21.307	00:01:22.000	We would no longer have to struggle with this.	we would no longer have to struggle with this		train
Lp6gueznBhs-00:01:19.304-00:01:21.307	Lp6gueznBhs	00:01:19.304	00:01:21.307	13 00:01: 23,000 --&gt; 00:01:29,000 Captioning controls must be easier to find and turn on/off via on screen menus and remote controls.	13 00:01 23,000 --&gt 00:01:29,000 captioning controls must be easier to find and turn on off via on screen menus and remote controls		train
Lp6gueznBhs-00:01:18.000-00:01:19.304	Lp6gueznBhs	00:01:18.000	00:01:19.304	The old rule was that a device must be 13 inches or larger, which will no longer be true.	the old rule was that a device must be 13 inches or larger which will no longer be true		train
Lp6gueznBhs-00:01:14.000-00:01:17.000	Lp6gueznBhs	00:01:14.000	00:01:17.000	Captions must be displayed on all devices that show television programs, regardless of size.	captions must be displayed on all devices that show television programs regardless of size		train
Lp6gueznBhs-00:01:10.000-00:01:13.000	Lp6gueznBhs	00:01:10.000	00:01:13.000	If we miss a program on television, we can later watch the show on the Internet with captions.	if we miss a program on television we can later watch the show on the internet with captions		train
Lp6gueznBhs-00:00:55.265-00:01:09.000	Lp6gueznBhs	00:00:55.265	00:01:09.000	3101 has key provisions that will greatly improve access for the deaf and hard of hearing community: Captioned television programs that are shown again on the Internet must still be captioned.	3101 has key provisions that will greatly improve access for the deaf and hard of hearing community captioned television programs that are shown again on the internet must still be captioned		train
Lp6gueznBhs-00:00:53.441-00:00:55.265	Lp6gueznBhs	00:00:53.441	00:00:55.265	Here s why  H.R.	here s why h.r.		train
Lp6gueznBhs-00:00:52.000-00:00:53.441	Lp6gueznBhs	00:00:52.000	00:00:53.441	The fight is not over just yet.	the fight is not over just yet		train
Lp6gueznBhs-00:00:30.550-00:00:51.000	Lp6gueznBhs	00:00:30.550	00:00:51.000	3101, and Representatives Henry Waxman (D-CA), Joe Barton (R-TX), Rick Boucher (D-VA), Jay Inslee (D-WA), and Cliff Stearns (R-FL) for their leadership in this bipartisan effort.	3101 and representatives henry waxman d ca joe barton r tx rick boucher d-va jay inslee d wa and cliff stearns r fl for their leadership in this bipartisan effort		train
Lp6gueznBhs-00:01:30.000-00:01:35.000	Lp6gueznBhs	00:01:30.000	00:01:35.000	Communications equipment (up to $10 million per year) must be provided for deaf-blind people.	communications equipment up to $10 million per year must be provided for deaf blind people		train
cddgTAQLy_4-00:06:31.000-00:06:42.000	cddgTAQLy_4	00:06:31.000	00:06:42.000	This is because the per user system will create motives for VRS companies to sign up deaf or hard of hearing people who are low volume users in order to make the most profit.	this is because the per user system will create motives for vrs companies to sign up deaf or hard of hearing people who are low volume users in order to make the most profit		train
cddgTAQLy_4-00:06:22.000-00:06:27.000	cddgTAQLy_4	00:06:22.000	00:06:27.000	You will not be able to switch over to another provider and successfully make your call.	you will not be able to switch over to another provider and successfully make your call		train
cddgTAQLy_4-00:03:19.000-00:03:24.000	cddgTAQLy_4	00:03:19.000	00:03:24.000	The per-minute model allows consumers to choose any VRS provider for VRS calls.	the per minute model allows consumers to choose any vrs provider for vrs calls		train
cddgTAQLy_4-00:03:14.655-00:03:19.000	cddgTAQLy_4	00:03:14.655	00:03:19.000	If a person uses VRS for 10 minutes, the company will be reimbursed for 10 minutes.	if a person uses vrs for 10 minutes the company will be reimbursed for 10 minutes		train
cddgTAQLy_4-00:03:00.000-00:03:14.655	cddgTAQLy_4	00:03:00.000	00:03:14.655	Third, Change in Reimbursement System for VRS; The FCC proposes to change from the current per-minute reimbursement system The per-minute system is based on reimbursement for each minute accrued during a VRS call.	third change in reimbursement system for vrs the fcc proposes to change from the current per minute reimbursement system the per minute system is based on reimbursement for each minute accrued during a vrs call		train
cddgTAQLy_4-00:02:45.000-00:02:55.000	cddgTAQLy_4	00:02:45.000	00:02:55.000	so people who buy videophones at the store can connect with deaf and hard of hearing people who use other videophones.	so people who buy videophones at the store can connect with deaf and hard of hearing people who use other videophones		train
cddgTAQLy_4-00:02:39.000-00:02:45.000	cddgTAQLy_4	00:02:39.000	00:02:45.000	"We also encourage the FCC to require interoperability with ""off-the-shelf"" videophones."	we also encourage the fcc to require interoperability with off the shelf videophones		train
cddgTAQLy_4-00:02:35.486-00:02:39.000	cddgTAQLy_4	00:02:35.486	00:02:39.000	The NAD applauds FCC for taking action on this issue.	the nad applauds fcc for taking action on this issue		train
cddgTAQLy_4-00:02:31.000-00:02:35.486	cddgTAQLy_4	00:02:31.000	00:02:35.486	It is frustrating to experience connectivity issues with videophones.	it is frustrating to experience connectivity issues with videophones		train
cddgTAQLy_4-00:02:23.082-00:02:31.000	cddgTAQLy_4	00:02:23.082	00:02:31.000	It would address interoperability issues between videophones for point to point calls and VRS.	it would address interoperability issues between videophones for point to point calls and vrs		train
cddgTAQLy_4-00:02:20.000-00:02:23.082	cddgTAQLy_4	00:02:20.000	00:02:23.082	The NAD supports this wonderful idea.	the nad supports this wonderful idea		train
cddgTAQLy_4-00:03:24.000-00:03:29.000	cddgTAQLy_4	00:03:24.000	00:03:29.000	VRS providers will be get paid for accrued minutes from VRS calls.	vrs providers will be get paid for accrued minutes from vrs calls		train
cddgTAQLy_4-00:02:14.000-00:02:20.000	cddgTAQLy_4	00:02:14.000	00:02:20.000	Second, the FCC proposes to improve technical standards for videophones and VRS.	second the fcc proposes to improve technical standards for videophones and vrs		train
cddgTAQLy_4-00:01:51.000-00:01:58.000	cddgTAQLy_4	00:01:51.000	00:01:58.000	The funds from USF should provide funding to deaf and hard of hearing low-income users in the TRSBPP program.	the funds from usf should provide funding to deaf and hard of hearing low income users in the trsbpp program		train
cddgTAQLy_4-00:01:44.000-00:01:51.000	cddgTAQLy_4	00:01:44.000	00:01:51.000	The USF program is designed to help hearing people who cannot afford their telephone services.	the usf program is designed to help hearing people who can not afford their telephone services		train
cddgTAQLy_4-00:01:37.000-00:01:44.000	cddgTAQLy_4	00:01:37.000	00:01:44.000	The NAD recommends that the TRSBPP be funded by the Universal Service Fund (USF) which offers similar programs for hearing people.	the nad recommends that the trsbpp be funded by the universal service fund usf which offers similar programs for hearing people		train
cddgTAQLy_4-00:01:33.000-00:01:37.000	cddgTAQLy_4	00:01:33.000	00:01:37.000	The funding for this program for the TRSBPP should not come from Telecommunications Relay Service (TRS) fund.	the funding for this program for the trsbpp should not come from telecommunications relay service trs fund		train
cddgTAQLy_4-00:01:23.000-00:01:28.000	cddgTAQLy_4	00:01:23.000	00:01:28.000	Without any internet access, these people cannot use videophone for VRS to connect to their friends and families.	without any internet access these people can not use videophone for vrs to connect to their friends and families		train
cddgTAQLy_4-00:01:18.000-00:01:23.000	cddgTAQLy_4	00:01:18.000	00:01:23.000	The TRSBPP will provide funding to consumers who cannot afford broadband services.	the trsbpp will provide funding to consumers who can not afford broadband services		train
cddgTAQLy_4-00:01:04.000-00:01:18.000	cddgTAQLy_4	00:01:04.000	00:01:18.000	First, TRS Broadband Pilot Program known as TRSBPP; this program will make broadband access more affordable for deaf and hard of hearing people who cannot afford it.	first trs broadband pilot program known as trsbpp this program will make broadband access more affordable for deaf and hard of hearing people who can not afford it		train
cddgTAQLy_4-00:00:35.000-00:01:01.000	cddgTAQLy_4	00:00:35.000	00:01:01.000	Their proposal has four different parts; first, TRS Broadband Pilot Program (TRSBPP) for low-income deaf and hard of hearing users to qualify for low-cost internet services; second, to come up with a better technical standards for VRS and videophones; third, they want to change the reimbursement method for VRS; and fourth, to improve the quality of VRS for consumers.	their proposal has four different parts first trs broadband pilot program trsbpp for low income deaf and hard of hearing users to qualify for low cost internet services second to come up with a better technical standards for vrs and videophones third they want to change the reimbursement method for vrs and fourth to improve the quality of vrs for consumers		train
cddgTAQLy_4-00:00:24.000-00:00:35.000	cddgTAQLy_4	00:00:24.000	00:00:35.000	We, along with other Consumer Groups representatives, have worked diligently to let the FCC know our concerns about possible changes to VRS and also improvements we'd like to see.	we along with other consumer groups representatives have worked diligently to let the fcc know our concerns about possible changes to vrs and also improvements we 'd like to see		train
cddgTAQLy_4-00:01:58.000-00:02:09.000	cddgTAQLy_4	00:01:58.000	00:02:09.000	We also urge the FCC to include training for deaf and hard of hearing people to learn how to use broadband services.	we also urge the fcc to include training for deaf and hard of hearing people to learn how to use broadband services		train
cddgTAQLy_4-00:06:27.000-00:06:31.000	cddgTAQLy_4	00:06:27.000	00:06:31.000	Thirdly, to successfully implement this system, there will need to be some kind of registration system.	thirdly to successfully implement this system there will need to be some kind of registration system		train
cddgTAQLy_4-00:03:29.000-00:03:40.000	cddgTAQLy_4	00:03:29.000	00:03:40.000	The FCC proposes to change the reimbursement system to a per-user system Which means a customer would choose one VRS provider for his or her calls for a specific period of time.	the fcc proposes to change the reimbursement system to a per user system which means a customer would choose one vrs provider for his or her calls for a specific period of time		train
cddgTAQLy_4-00:03:42.807-00:03:48.000	cddgTAQLy_4	00:03:42.807	00:03:48.000	The VRS provider would only get a fixed amount from the FCC.	the vrs provider would only get a fixed amount from the fcc		train
cddgTAQLy_4-00:06:11.000-00:06:22.000	cddgTAQLy_4	00:06:11.000	00:06:22.000	Under the per-user model, if you have an emergency and are unable to connect to your one provider due to a long wait time or technical difficulties, what will you do?	under the per user model if you have an emergency and are unable to connect to your one provider due to a long wait time or technical difficulties what will you do		train
cddgTAQLy_4-00:06:07.000-00:06:11.000	cddgTAQLy_4	00:06:07.000	00:06:11.000	For example, if you can't get through to one provider, you can easily switch to a different provider and successfully make your call.	for example if you ca n't get through to one provider you can easily switch to a different provider and successfully make your call		train
cddgTAQLy_4-00:06:02.000-00:06:07.000	cddgTAQLy_4	00:06:02.000	00:06:07.000	Many deaf and hard of hearing consumers prefer to choose from different providers.	many deaf and hard of hearing consumers prefer to choose from different providers		train
cddgTAQLy_4-00:05:58.000-00:06:02.000	cddgTAQLy_4	00:05:58.000	00:06:02.000	Second, it requires consumers to choose one VRS provider.	second it requires consumers to choose one vrs provider		train
cddgTAQLy_4-00:05:55.326-00:05:57.000	cddgTAQLy_4	00:05:55.326	00:05:57.000	The quality of VRS calls would diminish.	the quality of vrs calls would diminish		train
cddgTAQLy_4-00:05:51.000-00:05:55.326	cddgTAQLy_4	00:05:51.000	00:05:55.326	The per-user system would pit VRS companies against consumers because our calls would hurt their business.	the per user system would pit vrs companies against consumers because our calls would hurt their business		train
cddgTAQLy_4-00:05:44.000-00:05:51.000	cddgTAQLy_4	00:05:44.000	00:05:51.000	In the per-minute system, VRS providers work together with consumers to make sure we continue to make VRS calls.	in the per minute system vrs providers work together with consumers to make sure we continue to make vrs calls		train
cddgTAQLy_4-00:05:25.000-00:05:33.000	cddgTAQLy_4	00:05:25.000	00:05:33.000	VRS providers currently ensure high-quality services so consumers will make more calls.	vrs providers currently ensure high quality services so consumers will make more calls		train
cddgTAQLy_4-00:05:19.687-00:05:25.000	cddgTAQLy_4	00:05:19.687	00:05:25.000	They currently encourage people to make VRS calls and exercise their right to telecommunications services.	they currently encourage people to make vrs calls and exercise their right to telecommunications services		train
cddgTAQLy_4-00:03:40.000-00:03:42.807	cddgTAQLy_4	00:03:40.000	00:03:42.807	This timeframe could be one year.	this timeframe could be one year		train
cddgTAQLy_4-00:05:18.000-00:05:19.687	cddgTAQLy_4	00:05:18.000	00:05:19.687	It changes VRS providers' motives.	it changes vrs providers motives		train
cddgTAQLy_4-00:05:02.000-00:05:11.000	cddgTAQLy_4	00:05:02.000	00:05:11.000	The NAD urges the FCC to address the fraud in ways that do not hurt consumers.	the nad urges the fcc to address the fraud in ways that do not hurt consumers		train
cddgTAQLy_4-00:04:47.000-00:05:02.000	cddgTAQLy_4	00:04:47.000	00:05:02.000	For example, if the FCC adopts a per-user system, VRS providers would be driven to sign up users who do not really need VRS, VRS providers would earn more profit by pursuing consumers who use less VRS.	for example if the fcc adopts a per user system vrs providers would be driven to sign up users who do not really need vrs vrs providers would earn more profit by pursuing consumers who use less vrs		train
cddgTAQLy_4-00:04:31.000-00:04:39.000	cddgTAQLy_4	00:04:31.000	00:04:39.000	The FCC hopes that with a flat rate for each user, VRS companies will not be motivated to generate illegal minutes.	the fcc hopes that with a flat rate for each user vrs companies will not be motivated to generate illegal minutes		train
cddgTAQLy_4-00:04:24.000-00:04:31.000	cddgTAQLy_4	00:04:24.000	00:04:31.000	Under the per minute system VRS companies are motivated to bill for more minutes, and not all of these minutes are legal.	under the per minute system vrs companies are motivated to bill for more minutes and not all of these minutes are legal		train
cddgTAQLy_4-00:04:20.961-00:04:24.000	cddgTAQLy_4	00:04:20.961	00:04:24.000	VRS providers would generate VRS calls.	vrs providers would generate vrs calls		train
cddgTAQLy_4-00:04:18.000-00:04:20.961	cddgTAQLy_4	00:04:18.000	00:04:20.961	In past there were problems with fraud.	in past there were problems with fraud		train
cddgTAQLy_4-00:04:13.000-00:04:18.000	cddgTAQLy_4	00:04:13.000	00:04:18.000	Some of you may wonder why the FCC proposed a new reimbursement system.	some of you may wonder why the fcc proposed a new reimbursement system		train
cddgTAQLy_4-00:04:06.000-00:04:13.000	cddgTAQLy_4	00:04:06.000	00:04:13.000	The NAD is concerned about the per-user system and its potential problems.	the nad is concerned about the per user system and its potential problems		train
cddgTAQLy_4-00:03:48.000-00:03:59.000	cddgTAQLy_4	00:03:48.000	00:03:59.000	In this system, when consumers exceed their allocated funding, the VRS provider will lose money from those consumers.	in this system when consumers exceed their allocated funding the vrs provider will lose money from those consumers		train
cddgTAQLy_4-00:05:11.000-00:05:18.000	cddgTAQLy_4	00:05:11.000	00:05:18.000	The NAD identified three serious problems with the proposed FCC rules on the per-user model.	the nad identified three serious problems with the proposed fcc rules on the per user model		train
b8G07H17MUI-00:00:28.000-00:00:46.000	b8G07H17MUI	00:00:28.000	00:00:46.000	That's what my presentation will be about, and how we can use Functional Equivalency to help Government and the deaf community to understand the true meaning of Functional Equivalency.	that 's what my presentation will be about and how we can use functional equivalency to help government and the deaf community to understand the true meaning of functional equivalency		train
b8G07H17MUI-00:00:19.000-00:00:28.000	b8G07H17MUI	00:00:19.000	00:00:28.000	I've also noticed how Functional Equivalency has changed over time, their core values from years ago to now.	i 've also noticed how functional equivalency has changed over time their core values from years ago to now		train
b8G07H17MUI-00:00:13.000-00:00:19.000	b8G07H17MUI	00:00:13.000	00:00:19.000	What the government says it means might differ from the definition the deaf community has.	what the government says it means might differ from the definition the deaf community has		train
b8G07H17MUI-00:00:05.000-00:00:13.000	b8G07H17MUI	00:00:05.000	00:00:13.000	I find it really fascinating that Functional Equivalency seems to have various definitions among different groups.	i find it really fascinating that functional equivalency seems to have various definitions among different groups		train
ohbo2X3bQoc-00:04:01.479-00:04:02.460	ohbo2X3bQoc	00:04:01.479	00:04:02.460	Thank you.	thank you		train
ohbo2X3bQoc-00:03:58.438-00:04:01.479	ohbo2X3bQoc	00:03:58.438	00:04:01.479	Again, we're looking forward to your input -- thank you.	again we 're looking forward to your input -- thank you		train
ohbo2X3bQoc-00:03:54.570-00:03:58.438	ohbo2X3bQoc	00:03:54.570	00:03:58.438	Keep an eye on Facebook and other social media platforms to find the survey.	keep an eye on facebook and other social media platforms to find the survey		train
ohbo2X3bQoc-00:03:52.064-00:03:54.570	ohbo2X3bQoc	00:03:52.064	00:03:54.570	Please participate in the survey when it gets out!	please participate in the survey when it gets out		train
ohbo2X3bQoc-00:03:49.419-00:03:52.064	ohbo2X3bQoc	00:03:49.419	00:03:52.064	We're very excited about the survey because the possibilities are endless.	we 're very excited about the survey because the possibilities are endless		train
ElqX77ZzdmE-00:01:02.008-00:01:02.728	ElqX77ZzdmE	00:01:02.008	00:01:02.728	Three?	three		train
ElqX77ZzdmE-00:00:58.807-00:01:02.008	ElqX77ZzdmE	00:00:58.807	00:01:02.008	...and two more years right?	... and two more years right		train
ElqX77ZzdmE-00:00:57.259-00:00:58.759	ElqX77ZzdmE	00:00:57.259	00:00:58.759	Have a good day!	have a good day		train
ElqX77ZzdmE-00:00:54.959-00:00:57.158	ElqX77ZzdmE	00:00:54.959	00:00:57.158	It's nice to have your laughter around here.	it 's nice to have your laughter around here		train
ElqX77ZzdmE-00:00:51.784-00:00:54.884	ElqX77ZzdmE	00:00:51.784	00:00:54.884	But keep up the good work you've done so far!	but keep up the good work you 've done so far		train
ElqX77ZzdmE-00:00:45.576-00:00:51.576	ElqX77ZzdmE	00:00:45.576	00:00:51.576	It's a good time right now to let you know that you're off probation.	it 's a good time right now to let you know that you 're off probation		train
ElqX77ZzdmE-00:00:43.981-00:00:45.280	ElqX77ZzdmE	00:00:43.981	00:00:45.280	I've been thinking...	i 've been thinking ...		train
ElqX77ZzdmE-00:00:41.523-00:00:43.523	ElqX77ZzdmE	00:00:41.523	00:00:43.523	Wow, time flies!	wow time flies		train
ElqX77ZzdmE-00:00:39.054-00:00:41.054	ElqX77ZzdmE	00:00:39.054	00:00:41.054	It's been two years?	it 's been two years		train
ElqX77ZzdmE-00:00:38.003-00:00:39.003	ElqX77ZzdmE	00:00:38.003	00:00:39.003	Okay....	okay ....		train
ElqX77ZzdmE-00:00:28.922-00:00:31.222	ElqX77ZzdmE	00:00:28.922	00:00:31.222	Keep up the good work!	keep up the good work		train
ElqX77ZzdmE-00:00:25.794-00:00:28.794	ElqX77ZzdmE	00:00:25.794	00:00:28.794	Howard, you rock!	howard you rock		train
ElqX77ZzdmE-00:00:20.881-00:00:25.253	ElqX77ZzdmE	00:00:20.881	00:00:25.253	If we do this together... then the NAD will succeed!	if we do this together ... then the nad will succeed		train
ElqX77ZzdmE-00:00:17.335-00:00:20.335	ElqX77ZzdmE	00:00:17.335	00:00:20.335	And there's more to do in the next coming years.	and there 's more to do in the next coming years		train
ElqX77ZzdmE-00:00:14.080-00:00:17.080	ElqX77ZzdmE	00:00:14.080	00:00:17.080	You've done a lot in two years.	you 've done a lot in two years		train
ElqX77ZzdmE-00:00:11.766-00:00:13.066	ElqX77ZzdmE	00:00:11.766	00:00:13.066	Congratulations Howard!	congratulations howard		train
ElqX77ZzdmE-00:00:07.772-00:00:09.772	ElqX77ZzdmE	00:00:07.772	00:00:09.772	Thank you.	thank you		train
ElqX77ZzdmE-00:00:31.728-00:00:36.027	ElqX77ZzdmE	00:00:31.728	00:00:36.027	I am so proud of you.	i am so proud of you		train
ElqX77ZzdmE-00:01:02.728-00:01:03.365	ElqX77ZzdmE	00:01:02.728	00:01:03.365	Four?	four		train
ohbo2X3bQoc-00:03:45.340-00:03:49.419	ohbo2X3bQoc	00:03:45.340	00:03:49.419	This survey will also allow an opportunity for the NAD to be a better organization for you.	this survey will also allow an opportunity for the nad to be a better organization for you		train
ohbo2X3bQoc-00:03:36.500-00:03:42.080	ohbo2X3bQoc	00:03:36.500	00:03:42.080	The purpose of the survey is for the NAD to learn what your experience has been with the NAD.	the purpose of the survey is for the nad to learn what your experience has been with the nad		train
ohbo2X3bQoc-00:01:46.983-00:01:48.435	ohbo2X3bQoc	00:01:46.983	00:01:48.435	Again, thank you Larry for all you have done for the NAD!	again thank you larry for all you have done for the nad		train
ohbo2X3bQoc-00:01:44.805-00:01:46.983	ohbo2X3bQoc	00:01:44.805	00:01:46.983	We look forward to working with Holly.	we look forward to working with holly		train
ohbo2X3bQoc-00:01:38.305-00:01:44.805	ohbo2X3bQoc	00:01:38.305	00:01:44.805	Thanks to her experience as a VR counselor and awareness of interpreting issues she will be a great asset to the NAD Board.	thanks to her experience as a vr counselor and awareness of interpreting issues she will be a great asset to the nad board		train
ohbo2X3bQoc-00:01:36.299-00:01:38.305	ohbo2X3bQoc	00:01:36.299	00:01:38.305	She currently works as a Vocational Rehabilitation (VR) counselor in Arkansas.	she currently works as a vocational rehabilitation vr counselor in arkansas		train
ohbo2X3bQoc-00:01:31.819-00:01:36.299	ohbo2X3bQoc	00:01:31.819	00:01:36.299	She's been an AAD officer and board member and is an overall loyal AAD supporter.	she 's been an aad officer and board member and is an overall loyal aad supporter		train
ohbo2X3bQoc-00:01:26.780-00:01:31.819	ohbo2X3bQoc	00:01:26.780	00:01:31.819	Holly brings a lot to the NAD Board thanks to her Arkansas Association of the Deaf (AAD) experience.	holly brings a lot to the nad board thanks to her arkansas association of the deaf aad experience		train
ohbo2X3bQoc-00:01:17.239-00:01:26.780	ohbo2X3bQoc	00:01:17.239	00:01:26.780	Since there was a vacancy for Region III, we took immediate action to bring in Holly Ketchum from Arkansas!	since there was a vacancy for region iii we took immediate action to bring in holly ketchum from arkansas		train
ohbo2X3bQoc-00:01:15.099-00:01:17.239	ohbo2X3bQoc	00:01:15.099	00:01:17.239	We wish him and Betty, his wife, the best.	we wish him and betty his wife the best		train
ohbo2X3bQoc-00:01:10.560-00:01:15.099	ohbo2X3bQoc	00:01:10.560	00:01:15.099	We thank him for all his hard work and support for the NAD.	we thank him for all his hard work and support for the nad		train
ohbo2X3bQoc-00:01:48.435-00:01:52.894	ohbo2X3bQoc	00:01:48.435	00:01:52.894	Next, do you know what's happening this summer?	next do you know what 's happening this summer		train
ohbo2X3bQoc-00:01:02.820-00:01:10.560	ohbo2X3bQoc	00:01:02.820	00:01:10.560	First of all, we're sad to announce that the Region III Representative Larry Evans is resigning.	first of all we 're sad to announce that the region iii representative larry evans is resigning		train
ohbo2X3bQoc-00:00:56.679-00:00:58.820	ohbo2X3bQoc	00:00:56.679	00:00:58.820	So, again, I thank the schools for giving us that opportunity!	so again i thank the schools for giving us that opportunity		train
